role,department,resource,resource_sensitivity,hour,is_unusual_time,known_device,location_match,role_resource_match,failed_attempts,request_frequency,credential_valid,previous_behavior_score,risk_score,risk_label
Contractor,Finance,Production Database,4,13.46,0,1,1,0,0,0.54,1,0.974,31.9,MEDIUM
System Administrator,Finance,Production Database,4,0.39,1,0,0,0,5,5.79,1,0.325,100.0,HIGH
HR Specialist,IT,Project Management System,1,17.01,0,1,1,1,0,2.86,1,0.799,7.3,LOW
Product Manager,IT,Production Database,4,23.13,1,0,0,1,5,8.02,1,0.599,100.0,HIGH
QA Engineer,HR,Project Management System,1,21.56,1,0,1,1,3,6.06,0,0.333,88.6,HIGH
System Administrator,Engineering,Project Management System,1,18.27,0,1,1,1,0,1.52,1,0.683,6.9,LOW
Contractor,Finance,Finance System,3,11.75,0,1,1,1,1,3.32,1,0.603,16.0,LOW
Finance Analyst,Engineering,Project Management System,1,2.63,1,0,0,1,3,7.87,1,0.122,97.6,HIGH
QA Engineer,Finance,Admin Panel,4,7.64,0,1,1,0,1,2.49,1,0.889,41.0,MEDIUM
QA Engineer,Finance,Development Server,2,15.77,0,1,1,0,0,0.73,1,0.683,25.0,LOW
DevOps Engineer,Product,Admin Panel,4,21.67,1,0,0,0,3,4.86,1,0.417,96.3,HIGH
Contractor,HR,Admin Panel,4,3.49,1,0,0,0,4,13.1,1,0.48,100.0,HIGH
System Administrator,Engineering,Project Management System,1,15.33,0,1,1,1,0,0.99,1,0.674,4.4,LOW
System Administrator,Engineering,GitHub Project Alpha,1,8.59,0,0,0,1,1,2.63,1,0.739,55.1,MEDIUM
Contractor,Engineering,Development Server,2,18.23,0,1,1,1,0,1.01,1,0.907,8.0,LOW
Product Manager,IT,Project Management System,1,23.9,1,1,1,1,2,3.6,1,0.27,38.8,MEDIUM
Finance Analyst,Product,GitHub Project Alpha,1,10.88,0,1,1,1,0,3.73,1,0.665,5.0,LOW
Software Developer,Engineering,GitHub Project Alpha,1,8.26,0,1,1,1,1,4.19,1,0.891,13.5,LOW
Finance Analyst,Product,Finance System,3,11.31,0,1,1,0,0,1.52,1,0.643,29.0,LOW
QA Engineer,Finance,Project Management System,1,8.53,0,1,1,1,1,0.21,1,0.98,9.0,LOW
Product Manager,Product,Development Server,2,13.95,0,1,1,0,0,4.72,1,0.916,26.4,LOW
Product Manager,Engineering,Admin Panel,4,23.99,1,0,0,0,2,9.84,1,0.398,97.7,HIGH
Product Manager,IT,Admin Panel,4,16.24,0,1,1,1,1,1.69,1,0.686,23.3,LOW
QA Engineer,HR,Project Management System,1,4.55,1,1,0,1,3,12.44,1,0.473,94.0,HIGH
QA Engineer,Product,Admin Panel,4,8.82,0,1,1,0,0,3.54,1,0.601,37.0,MEDIUM
Software Developer,Finance,HR Database,3,18.81,0,1,1,0,0,4.33,1,0.746,29.3,LOW
Finance Analyst,IT,Development Server,2,13.4,0,1,1,0,0,4.14,1,0.962,27.3,LOW
QA Engineer,Finance,Production Database,4,17.2,0,1,1,0,1,2.66,1,0.646,45.3,MEDIUM
HR Specialist,Product,Development Server,2,21.71,1,0,0,0,5,3.6,1,0.237,100.0,HIGH
Finance Analyst,Finance,Production Database,4,9.97,0,1,1,0,1,4.52,1,0.722,39.2,MEDIUM
Software Developer,Engineering,Admin Panel,4,12.34,0,1,1,0,1,1.07,1,0.938,39.6,MEDIUM
HR Specialist,HR,GitHub Project Alpha,1,9.43,0,1,1,0,1,4.04,1,0.873,28.1,LOW
QA Engineer,Finance,Project Management System,1,8.96,0,1,1,1,1,4.41,1,0.723,11.8,LOW
Product Manager,Product,Production Database,4,7.0,0,1,0,0,0,2.83,1,0.895,52.5,MEDIUM
System Administrator,Product,Admin Panel,4,15.66,0,1,1,0,0,1.33,1,0.722,34.5,MEDIUM
System Administrator,IT,Admin Panel,4,18.79,0,1,1,1,0,0.28,1,0.873,11.7,LOW
Contractor,HR,Admin Panel,4,8.98,0,1,1,0,0,2.41,1,0.975,28.4,LOW
Product Manager,IT,HR Database,3,19.97,0,1,1,0,0,3.14,1,0.909,24.6,LOW
System Administrator,Engineering,Admin Panel,4,15.31,0,1,0,0,0,3.45,1,0.665,54.0,MEDIUM
Software Developer,IT,Project Management System,1,9.61,0,1,1,1,0,3.69,1,0.725,1.7,LOW
HR Specialist,Finance,Admin Panel,4,19.51,0,1,1,0,0,0.99,1,0.775,29.1,LOW
HR Specialist,HR,Production Database,4,17.31,0,1,1,0,1,2.25,1,0.855,41.7,MEDIUM
Finance Analyst,Engineering,Development Server,2,22.98,1,0,0,1,2,11.61,1,0.487,100.0,HIGH
DevOps Engineer,HR,Production Database,4,7.54,0,1,1,0,0,3.01,1,0.992,33.2,MEDIUM
DevOps Engineer,IT,Finance System,3,17.85,0,1,0,0,0,3.22,1,0.854,50.5,MEDIUM
System Administrator,Finance,Admin Panel,4,16.65,0,1,1,0,0,1.75,1,0.949,30.8,MEDIUM
System Administrator,HR,Development Server,2,4.09,1,0,0,0,5,5.83,1,0.128,100.0,HIGH
QA Engineer,Product,Development Server,2,16.8,0,1,1,0,0,3.72,1,0.86,29.4,LOW
QA Engineer,Finance,HR Database,3,16.26,0,1,1,0,1,1.37,1,0.69,35.4,MEDIUM
DevOps Engineer,HR,GitHub Project Alpha,1,7.94,0,1,1,0,0,2.29,1,0.779,24.7,LOW
Contractor,IT,HR Database,3,7.42,0,1,1,0,0,1.12,1,0.736,28.8,LOW
Product Manager,Product,HR Database,3,9.72,0,1,1,0,1,3.57,1,0.669,41.3,MEDIUM
HR Specialist,Finance,Project Management System,1,3.78,1,0,0,1,4,7.91,1,0.529,96.4,HIGH
Finance Analyst,IT,Project Management System,1,10.27,0,1,1,1,0,2.27,1,0.883,3.3,LOW
Finance Analyst,IT,Development Server,2,0.99,1,0,0,0,3,12.33,1,0.446,100.0,HIGH
Product Manager,IT,Admin Panel,4,19.65,0,1,0,1,1,3.6,1,0.682,37.3,MEDIUM
HR Specialist,IT,Project Management System,1,14.35,0,1,1,1,0,0.22,1,0.742,8.3,LOW
Contractor,Engineering,Project Management System,1,23.33,1,0,1,1,2,12.54,1,0.493,85.6,HIGH
DevOps Engineer,IT,HR Database,3,2.33,1,0,1,0,2,14.34,0,0.262,100.0,HIGH
System Administrator,Product,Admin Panel,4,12.68,0,1,1,0,1,2.66,1,0.925,42.5,MEDIUM
DevOps Engineer,Finance,Admin Panel,4,5.33,1,0,0,0,4,13.62,1,0.384,97.6,HIGH
Product Manager,Product,Project Management System,1,8.35,0,1,1,1,0,2.2,1,0.968,4.3,LOW
Contractor,Engineering,HR Database,3,7.7,0,1,1,0,0,3.58,1,0.952,28.8,LOW
DevOps Engineer,Finance,HR Database,3,16.1,0,1,1,0,0,1.96,1,0.93,29.3,LOW
Software Developer,Product,GitHub Project Alpha,1,9.6,0,1,1,1,0,1.2,1,0.688,7.0,LOW
System Administrator,HR,GitHub Project Alpha,1,0.11,1,0,0,0,0,5.24,1,0.098,87.8,HIGH
DevOps Engineer,IT,Admin Panel,4,11.96,0,1,1,1,0,2.78,1,0.801,12.9,LOW
DevOps Engineer,Engineering,Finance System,3,10.78,0,1,1,0,0,0.12,1,0.925,27.9,LOW
DevOps Engineer,Product,Finance System,3,8.44,0,0,1,0,0,3.39,1,0.696,53.6,MEDIUM
DevOps Engineer,Engineering,Project Management System,1,21.89,1,0,0,1,1,3.08,1,0.068,76.4,HIGH
Product Manager,IT,Production Database,4,12.3,0,1,1,1,0,4.56,1,0.887,7.4,LOW
QA Engineer,Finance,Admin Panel,4,9.34,0,0,1,0,0,1.26,1,0.739,51.2,MEDIUM
DevOps Engineer,Product,Production Database,4,22.97,1,0,0,0,2,6.29,1,0.247,96.2,HIGH
Product Manager,IT,Project Management System,1,11.27,0,1,1,1,0,3.97,1,0.642,8.7,LOW
Finance Analyst,Finance,Finance System,3,7.84,0,1,1,1,0,2.65,1,0.815,12.8,LOW
System Administrator,IT,Finance System,3,15.21,0,1,1,0,0,3.57,1,0.647,34.6,MEDIUM
Contractor,IT,Finance System,3,21.85,1,1,0,0,0,4.1,0,0.385,84.6,HIGH
QA Engineer,Engineering,HR Database,3,2.35,1,0,1,0,0,4.71,1,0.296,73.3,HIGH
HR Specialist,Finance,Development Server,2,10.31,0,1,1,0,0,2.22,1,0.638,32.1,MEDIUM
Finance Analyst,HR,Admin Panel,4,2.33,1,0,0,0,5,7.03,1,0.507,96.6,HIGH
DevOps Engineer,Product,Admin Panel,4,14.63,0,1,1,0,0,2.41,1,0.623,31.8,MEDIUM
DevOps Engineer,IT,HR Database,3,0.39,1,0,0,0,4,11.67,1,0.473,98.0,HIGH
Finance Analyst,Product,HR Database,3,18.34,0,1,1,0,0,4.66,1,0.859,32.0,MEDIUM
System Administrator,HR,Development Server,2,13.13,0,1,1,0,0,4.18,1,0.612,28.4,LOW
DevOps Engineer,Engineering,Production Database,4,13.4,0,1,1,1,0,4.55,1,0.624,11.3,LOW
HR Specialist,HR,Production Database,4,19.18,0,1,1,0,0,2.42,1,0.844,35.6,MEDIUM
System Administrator,Engineering,GitHub Project Alpha,1,13.82,0,1,1,1,0,1.06,1,0.706,8.8,LOW
Contractor,Product,GitHub Project Alpha,1,15.2,0,1,1,1,0,0.34,1,0.79,2.7,LOW
Software Developer,IT,GitHub Project Alpha,1,15.93,0,1,1,0,0,3.32,1,0.746,24.1,LOW
Finance Analyst,Engineering,Admin Panel,4,15.53,0,1,1,0,0,2.99,1,0.633,31.4,MEDIUM
Software Developer,HR,Production Database,4,17.91,0,1,1,0,0,4.7,1,0.872,27.4,LOW
Contractor,Product,GitHub Project Alpha,1,13.65,0,0,1,1,0,3.11,1,0.934,20.8,LOW
Contractor,HR,Development Server,2,16.83,0,1,1,0,0,3.34,1,0.75,24.8,LOW
Software Developer,Product,HR Database,3,14.89,0,1,1,0,0,0.69,1,0.648,34.7,MEDIUM
QA Engineer,Product,HR Database,3,1.93,1,1,1,0,4,12.83,1,0.152,100.0,HIGH
Product Manager,Product,Finance System,3,5.65,1,0,0,0,0,13.85,1,0.452,97.4,HIGH
QA Engineer,Finance,GitHub Project Alpha,1,18.03,0,1,1,0,1,2.92,1,0.8,32.7,MEDIUM
Finance Analyst,IT,HR Database,3,23.69,1,1,0,0,2,10.72,1,0.574,98.1,HIGH
DevOps Engineer,Engineering,HR Database,3,9.76,0,1,0,0,0,2.38,1,0.884,49.8,MEDIUM
QA Engineer,Finance,Project Management System,1,10.03,0,1,0,1,0,2.71,1,0.654,27.9,LOW
Finance Analyst,HR,Production Database,4,16.97,0,1,1,0,0,4.39,1,0.804,35.0,MEDIUM
System Administrator,Engineering,Production Database,4,19.25,0,1,1,1,0,1.57,1,0.877,12.6,LOW
QA Engineer,Finance,Project Management System,1,3.78,1,0,0,1,1,7.43,0,0.389,96.1,HIGH
DevOps Engineer,IT,Production Database,4,18.38,0,1,1,1,0,2.98,1,0.824,8.0,LOW
Software Developer,Product,GitHub Project Alpha,1,7.05,0,1,1,1,0,0.1,1,0.974,6.5,LOW
QA Engineer,Finance,Project Management System,1,21.88,1,0,0,1,0,6.17,1,0.038,69.4,MEDIUM
HR Specialist,Product,Admin Panel,4,11.27,0,1,1,0,1,4.64,1,0.621,39.0,MEDIUM
System Administrator,Finance,Project Management System,1,9.98,0,1,1,1,0,0.33,1,0.918,2.9,LOW
Contractor,Product,HR Database,3,3.98,1,1,0,0,1,4.29,1,0.145,77.1,HIGH
System Administrator,IT,HR Database,3,7.74,0,1,1,0,1,1.45,1,0.876,37.7,MEDIUM
QA Engineer,Product,Project Management System,1,18.68,0,1,1,1,0,3.86,1,0.887,7.3,LOW
HR Specialist,Finance,Project Management System,1,10.98,0,1,1,1,0,0.25,1,0.661,9.3,LOW
Product Manager,Finance,GitHub Project Alpha,1,22.52,1,0,0,0,2,12.31,1,0.042,99.1,HIGH
Contractor,Engineering,Project Management System,1,13.68,0,1,1,1,0,3.85,1,0.779,8.1,LOW
Finance Analyst,IT,GitHub Project Alpha,1,22.91,1,1,0,0,4,4.55,1,0.372,94.2,HIGH
DevOps Engineer,HR,Production Database,4,8.88,0,1,1,0,0,0.16,1,0.868,31.6,MEDIUM
DevOps Engineer,HR,Development Server,2,14.85,0,1,1,0,0,3.82,1,0.735,24.6,LOW
Product Manager,Finance,HR Database,3,23.22,1,0,0,0,4,12.73,1,0.236,97.6,HIGH
QA Engineer,Product,Production Database,4,4.88,1,1,0,0,5,4.78,0,0.193,97.4,HIGH
Finance Analyst,Product,Finance System,3,17.68,0,1,1,0,0,3.94,1,0.616,27.6,LOW
Finance Analyst,Product,Admin Panel,4,18.45,0,0,1,0,1,1.76,1,0.644,59.4,MEDIUM
System Administrator,IT,Admin Panel,4,17.62,0,1,1,1,0,3.77,1,0.701,14.2,LOW
System Administrator,Finance,Admin Panel,4,10.12,0,1,1,0,0,1.73,1,0.939,33.6,MEDIUM
QA Engineer,IT,Finance System,3,17.32,0,1,0,0,0,2.35,1,0.9,51.2,MEDIUM
Finance Analyst,HR,Development Server,2,0.71,1,1,1,0,0,8.97,1,0.516,65.8,MEDIUM
HR Specialist,Finance,Production Database,4,15.22,0,1,1,0,0,3.67,1,0.95,31.1,MEDIUM
DevOps Engineer,IT,HR Database,3,18.65,0,1,1,0,0,4.4,1,0.683,29.6,LOW
Finance Analyst,Engineering,Finance System,3,7.45,0,1,1,0,0,2.15,1,0.809,32.0,MEDIUM
Finance Analyst,Engineering,Development Server,2,14.85,0,1,1,1,0,0.79,1,0.631,8.0,LOW
Finance Analyst,HR,Project Management System,1,19.64,0,1,1,1,0,3.34,1,0.983,6.7,LOW
QA Engineer,Product,GitHub Project Alpha,1,14.17,0,1,1,1,0,0.27,1,0.802,7.7,LOW
Product Manager,IT,Production Database,4,14.28,0,1,1,1,0,2.12,1,0.704,11.2,LOW
System Administrator,Product,HR Database,3,7.7,0,1,1,0,0,3.74,1,0.702,30.6,MEDIUM
QA Engineer,Product,HR Database,3,5.23,1,0,0,0,5,5.59,1,0.255,100.0,HIGH
Contractor,Engineering,Production Database,4,18.29,0,1,1,1,0,0.71,1,0.855,15.4,LOW
Finance Analyst,Finance,Admin Panel,4,19.95,0,1,1,0,0,3.09,1,0.665,31.1,MEDIUM
DevOps Engineer,Product,Development Server,2,8.62,0,1,1,0,0,3.84,1,0.789,25.3,LOW
Product Manager,Finance,HR Database,3,13.5,0,1,1,0,0,4.83,1,0.742,29.5,LOW
Finance Analyst,Finance,Finance System,3,5.19,1,1,0,1,3,7.25,1,0.552,81.5,HIGH
System Administrator,IT,Project Management System,1,3.91,1,0,1,1,2,11.13,1,0.196,92.1,HIGH
Product Manager,HR,Admin Panel,4,14.14,0,1,1,0,0,0.68,1,0.99,31.0,MEDIUM
Contractor,Finance,Production Database,4,21.06,1,0,0,0,2,6.05,1,0.339,100.0,HIGH
Software Developer,HR,Admin Panel,4,11.72,0,1,1,0,0,4.46,1,0.798,35.5,MEDIUM
System Administrator,Engineering,GitHub Project Alpha,1,0.36,1,0,1,1,3,6.17,1,0.432,76.3,HIGH
QA Engineer,IT,HR Database,3,8.16,0,0,1,0,0,0.2,1,0.892,48.0,MEDIUM
QA Engineer,IT,Development Server,2,7.5,0,1,1,0,0,1.64,1,0.667,28.0,LOW
DevOps Engineer,Product,Development Server,2,15.74,0,0,1,0,0,1.63,1,0.778,47.1,MEDIUM
Software Developer,Product,Development Server,2,0.91,1,0,0,0,0,12.4,1,0.531,96.1,HIGH
Contractor,Engineering,HR Database,3,15.58,0,1,1,0,0,4.57,1,0.657,28.3,LOW
System Administrator,Product,Finance System,3,13.5,0,0,1,0,0,4.22,1,0.882,46.2,MEDIUM
System Administrator,Finance,Project Management System,1,19.42,0,0,1,1,0,4.48,1,0.997,20.2,LOW
Software Developer,IT,Finance System,3,15.35,0,1,1,0,0,0.79,1,0.795,27.7,LOW
DevOps Engineer,Finance,Admin Panel,4,8.94,0,1,1,0,0,2.93,1,0.973,27.0,LOW
QA Engineer,Engineering,Production Database,4,23.61,1,0,0,1,0,11.76,1,0.059,100.0,HIGH
HR Specialist,Product,GitHub Project Alpha,1,10.61,0,1,0,1,1,4.99,1,0.829,34.7,MEDIUM
HR Specialist,Finance,Finance System,3,12.22,0,0,1,1,0,0.23,1,0.925,26.6,LOW
QA Engineer,HR,Finance System,3,18.15,0,1,1,0,0,2.39,1,0.941,31.2,MEDIUM
Software Developer,Product,Production Database,4,18.39,0,1,1,0,1,0.93,1,0.926,35.7,MEDIUM
QA Engineer,IT,Project Management System,1,9.13,0,0,1,1,0,1.25,1,0.688,28.9,LOW
HR Specialist,Engineering,Finance System,3,15.12,0,0,1,0,0,4.57,1,0.873,50.7,MEDIUM
Product Manager,Finance,Production Database,4,19.51,0,0,1,0,0,2.77,1,0.667,50.4,MEDIUM
Contractor,Finance,Production Database,4,14.32,0,1,1,0,1,1.64,1,0.638,40.7,MEDIUM
DevOps Engineer,Product,Production Database,4,19.57,0,1,1,0,0,3.85,1,0.783,35.8,MEDIUM
Contractor,HR,HR Database,3,19.2,0,1,1,1,0,2.72,1,0.868,7.7,LOW
Product Manager,HR,Project Management System,1,10.17,0,0,1,1,0,1.05,1,0.806,25.7,LOW
Product Manager,Engineering,Finance System,3,0.6,1,0,0,0,0,14.63,1,0.341,96.1,HIGH
System Administrator,HR,Finance System,3,17.72,0,1,1,0,0,4.53,1,0.684,27.6,LOW
Finance Analyst,Finance,Production Database,4,7.35,0,1,1,0,0,0.55,1,0.708,30.1,MEDIUM
Finance Analyst,Engineering,GitHub Project Alpha,1,19.92,0,1,1,1,0,1.86,1,0.653,9.3,LOW
Finance Analyst,HR,HR Database,3,0.95,1,1,0,1,4,4.15,1,0.278,83.7,HIGH
Software Developer,Product,Production Database,4,21.02,1,1,1,0,3,10.07,1,0.286,96.3,HIGH
Software Developer,Finance,HR Database,3,0.23,1,1,1,0,2,12.05,1,0.047,100.0,HIGH
DevOps Engineer,IT,Admin Panel,4,10.18,0,1,1,1,0,4.66,1,0.805,15.4,LOW
Software Developer,Finance,GitHub Project Alpha,1,16.55,0,1,1,0,0,1.42,1,0.619,26.5,LOW
Product Manager,IT,Production Database,4,22.3,1,1,0,1,0,11.42,1,0.061,83.7,HIGH
HR Specialist,HR,Project Management System,1,3.97,1,0,0,1,3,3.83,1,0.034,88.7,HIGH
HR Specialist,Engineering,Production Database,4,13.35,0,1,1,1,0,2.81,1,0.625,14.5,LOW
Contractor,Product,Development Server,2,2.62,1,0,0,0,5,3.54,1,0.481,96.9,HIGH
Finance Analyst,Product,GitHub Project Alpha,1,5.69,1,0,0,1,5,12.93,1,0.263,97.4,HIGH
QA Engineer,Engineering,HR Database,3,18.24,0,1,1,0,0,3.58,1,0.752,31.3,MEDIUM
Software Developer,Product,GitHub Project Alpha,1,8.09,0,1,1,1,1,4.33,1,0.988,11.8,LOW
Product Manager,HR,HR Database,3,21.38,1,0,0,1,1,10.43,1,0.077,96.2,HIGH
System Administrator,IT,Development Server,2,21.36,1,0,0,0,1,11.45,0,0.326,100.0,HIGH
HR Specialist,Finance,Admin Panel,4,17.64,0,1,1,0,0,3.65,1,0.884,30.8,MEDIUM
DevOps Engineer,HR,Finance System,3,17.74,0,0,1,0,0,3.18,1,0.709,46.9,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,14.91,0,1,1,0,0,4.02,1,0.735,22.0,LOW
QA Engineer,Finance,GitHub Project Alpha,1,10.51,0,1,1,0,0,4.24,1,0.776,24.1,LOW
Finance Analyst,Product,Finance System,3,0.95,1,0,0,0,0,8.13,1,0.464,99.0,HIGH
DevOps Engineer,Engineering,Project Management System,1,12.17,0,1,1,1,0,1.96,1,0.913,5.3,LOW
DevOps Engineer,HR,Project Management System,1,0.21,1,1,0,1,4,5.78,1,0.425,81.9,HIGH
Product Manager,Product,Production Database,4,14.47,0,1,1,0,0,2.58,1,0.636,33.3,MEDIUM
Product Manager,Product,Production Database,4,12.41,0,1,0,0,0,1.66,1,0.862,50.8,MEDIUM
Finance Analyst,IT,Development Server,2,7.49,0,1,1,0,0,2.35,1,0.787,23.2,LOW
System Administrator,Finance,Development Server,2,9.28,0,1,1,0,0,0.8,1,0.992,27.2,LOW
Contractor,Engineering,Project Management System,1,9.76,0,1,1,1,0,0.92,1,0.764,4.5,LOW
Finance Analyst,IT,Project Management System,1,9.2,0,1,1,1,0,1.45,1,0.688,4.7,LOW
Finance Analyst,IT,HR Database,3,10.56,0,1,1,0,0,4.22,1,0.994,28.7,LOW
QA Engineer,HR,Finance System,3,11.4,0,1,0,0,0,1.11,1,0.999,45.1,MEDIUM
Contractor,HR,Production Database,4,1.03,1,0,0,0,5,3.7,1,0.532,98.6,HIGH
System Administrator,Engineering,Production Database,4,17.41,0,1,1,1,0,3.47,1,0.858,8.5,LOW
QA Engineer,IT,Admin Panel,4,14.16,0,1,1,1,1,0.56,1,0.72,18.4,LOW
Product Manager,Finance,Finance System,3,14.37,0,1,1,1,0,2.75,1,0.624,14.7,LOW
DevOps Engineer,IT,HR Database,3,5.6,1,0,0,0,1,13.87,0,0.014,100.0,HIGH
Product Manager,Finance,GitHub Project Alpha,1,15.95,0,1,1,0,0,1.57,1,0.841,21.1,LOW
Finance Analyst,Engineering,GitHub Project Alpha,1,21.15,1,0,0,1,5,13.86,0,0.594,99.5,HIGH
HR Specialist,IT,GitHub Project Alpha,1,16.52,0,1,1,0,1,2.42,1,0.953,30.0,MEDIUM
Contractor,Finance,Admin Panel,4,17.78,0,0,1,0,0,3.72,1,0.699,54.6,MEDIUM
System Administrator,Engineering,Development Server,2,23.37,1,0,0,1,0,10.49,1,0.478,94.3,HIGH
System Administrator,Product,Development Server,2,16.52,0,1,1,0,1,3.82,1,0.674,40.0,MEDIUM
Product Manager,Product,Finance System,3,11.59,0,1,1,0,0,1.74,1,0.713,31.1,MEDIUM
Product Manager,HR,Production Database,4,18.34,0,1,1,0,0,2.76,1,0.85,28.5,LOW
QA Engineer,HR,Finance System,3,17.22,0,1,1,0,0,4.17,1,0.775,32.5,MEDIUM
QA Engineer,Finance,Development Server,2,8.94,0,1,1,0,0,1.39,1,0.889,28.8,LOW
QA Engineer,Finance,HR Database,3,12.72,0,1,1,0,0,4.9,1,0.778,32.8,MEDIUM
DevOps Engineer,IT,Production Database,4,4.69,1,0,1,1,2,7.46,1,0.039,84.1,HIGH
HR Specialist,Product,Project Management System,1,16.53,0,1,1,1,0,0.99,1,0.702,8.1,LOW
HR Specialist,Finance,Development Server,2,22.38,1,1,0,0,3,4.37,1,0.005,92.6,HIGH
DevOps Engineer,Finance,Finance System,3,7.3,0,1,1,1,0,3.78,1,0.972,6.9,LOW
HR Specialist,Finance,GitHub Project Alpha,1,17.5,0,1,1,0,1,3.84,1,0.79,30.0,MEDIUM
System Administrator,Finance,Development Server,2,14.28,0,1,1,0,0,4.98,1,0.647,30.0,MEDIUM
System Administrator,Engineering,GitHub Project Alpha,1,2.93,1,0,1,1,2,8.21,1,0.56,71.1,HIGH
System Administrator,Engineering,Finance System,3,2.29,1,0,1,0,5,3.95,1,0.177,100.0,HIGH
QA Engineer,Engineering,GitHub Project Alpha,1,7.89,0,0,1,1,0,3.52,1,0.855,25.9,LOW
DevOps Engineer,Engineering,HR Database,3,13.33,0,1,1,0,0,1.9,1,0.792,31.3,MEDIUM
System Administrator,Finance,HR Database,3,10.62,0,1,1,0,0,1.31,1,0.661,30.0,MEDIUM
HR Specialist,HR,Development Server,2,9.23,0,1,1,0,0,0.61,1,0.633,29.6,LOW
HR Specialist,IT,Production Database,4,7.82,0,0,1,1,0,2.53,1,0.924,29.7,LOW
Contractor,Engineering,GitHub Project Alpha,1,3.02,1,0,0,1,0,4.64,1,0.25,63.0,MEDIUM
Product Manager,HR,Admin Panel,4,14.32,0,0,1,0,0,1.53,1,0.645,53.0,MEDIUM
Product Manager,IT,Admin Panel,4,10.61,0,1,1,1,0,0.11,1,0.73,13.1,LOW
DevOps Engineer,Engineering,Admin Panel,4,11.43,0,1,1,0,1,1.46,1,0.699,44.3,MEDIUM
HR Specialist,IT,HR Database,3,19.87,0,0,1,0,1,4.01,1,0.819,54.3,MEDIUM
Software Developer,Engineering,Project Management System,1,9.28,0,1,1,1,0,2.0,1,0.86,2.3,LOW
DevOps Engineer,Product,Production Database,4,13.87,0,1,1,0,0,1.96,1,0.75,34.1,MEDIUM
HR Specialist,Finance,Finance System,3,13.7,0,1,0,1,1,3.89,0,0.786,55.4,MEDIUM
Product Manager,Engineering,Finance System,3,9.24,0,1,1,0,0,2.38,1,0.747,32.4,MEDIUM
QA Engineer,IT,Finance System,3,0.53,1,0,0,0,4,4.86,1,0.134,100.0,HIGH
Finance Analyst,HR,Project Management System,1,23.76,1,1,0,1,3,13.34,1,0.0,100.0,HIGH
Product Manager,Finance,Project Management System,1,22.39,1,0,0,1,1,8.38,1,0.035,92.6,HIGH
Software Developer,Engineering,Admin Panel,4,7.27,0,1,1,0,0,2.75,1,0.662,33.7,MEDIUM
HR Specialist,HR,Production Database,4,23.95,1,0,0,0,2,9.8,1,0.557,99.0,HIGH
DevOps Engineer,Engineering,Project Management System,1,23.83,1,0,0,1,4,8.35,1,0.456,98.5,HIGH
DevOps Engineer,IT,Development Server,2,10.23,0,1,1,0,0,1.05,1,0.867,23.8,LOW
Finance Analyst,Finance,Production Database,4,15.21,0,1,0,0,0,2.23,1,0.612,56.9,MEDIUM
System Administrator,IT,GitHub Project Alpha,1,18.05,0,1,1,0,0,1.7,1,0.766,21.3,LOW
Software Developer,HR,GitHub Project Alpha,1,19.96,0,1,1,0,0,0.13,1,0.941,26.0,LOW
Contractor,Finance,Project Management System,1,14.62,0,1,1,1,0,3.14,1,0.983,2.7,LOW
System Administrator,Engineering,Production Database,4,22.49,1,0,0,1,0,11.78,1,0.46,100.0,HIGH
HR Specialist,Engineering,HR Database,3,15.65,0,1,0,0,0,4.48,1,0.831,48.2,MEDIUM
HR Specialist,IT,HR Database,3,21.7,1,0,0,0,5,3.35,1,0.331,100.0,HIGH
QA Engineer,IT,Finance System,3,15.25,0,1,1,0,0,0.74,1,0.88,30.8,MEDIUM
Product Manager,Engineering,Finance System,3,1.58,1,0,0,0,4,12.24,1,0.085,100.0,HIGH
DevOps Engineer,Product,Production Database,4,12.01,0,1,1,0,0,4.22,1,0.716,31.8,MEDIUM
HR Specialist,Finance,GitHub Project Alpha,1,9.12,0,1,1,0,1,3.41,1,0.731,29.8,LOW
System Administrator,Product,Project Management System,1,7.53,0,1,1,1,0,2.54,1,0.928,5.8,LOW
Product Manager,Product,Admin Panel,4,18.73,0,1,0,0,0,0.49,1,0.909,52.0,MEDIUM
Finance Analyst,Product,Development Server,2,15.89,0,1,1,0,1,2.24,1,0.842,32.0,MEDIUM
Finance Analyst,Product,Development Server,2,7.26,0,1,1,0,0,3.83,1,0.639,26.9,LOW
Contractor,IT,Development Server,2,8.21,0,1,1,0,0,0.37,1,0.637,30.0,LOW
DevOps Engineer,Product,Development Server,2,7.69,0,0,1,0,0,0.16,1,0.697,50.3,MEDIUM
Finance Analyst,Finance,HR Database,3,18.06,0,1,1,0,0,1.41,1,0.686,29.2,LOW
HR Specialist,Product,Admin Panel,4,17.34,0,1,1,0,0,4.7,1,0.827,34.6,MEDIUM
HR Specialist,Finance,Project Management System,1,10.01,0,1,1,1,1,2.16,0,0.792,26.6,LOW
Finance Analyst,Finance,Finance System,3,23.22,1,0,0,1,4,4.54,1,0.498,97.8,HIGH
Contractor,IT,HR Database,3,5.53,1,0,0,0,0,6.3,1,0.298,99.0,HIGH
Product Manager,Finance,Admin Panel,4,5.97,1,1,0,0,1,6.72,1,0.223,90.7,HIGH
Contractor,Finance,Project Management System,1,9.94,0,1,1,1,0,3.8,1,0.864,4.4,LOW
