role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
System Administrator,Product,Intern,Admin Panel,0,1,4,0,1,0,1,90,1,DENY
Finance Analyst,Product,Contractor,Admin Panel,0,0,4,0,1,1,0,7,0,DENY
System Administrator,HR,Employee,Development Server,0,1,2,0,0,0,0,90,1,DENY
Contractor,Product,Contractor,Project Management System,1,1,1,1,1,1,0,90,0,ALLOW
Product Manager,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,14,0,DENY
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,7,0,ALLOW
Software Developer,Finance,Intern,Project Management System,1,1,1,1,1,0,1,60,1,ALLOW
System Administrator,IT,Intern,Finance System,0,1,3,1,0,0,1,365,1,DENY
Finance Analyst,Product,Contractor,Production Database,0,0,4,0,1,1,0,60,0,DENY
Software Developer,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,7,0,DENY
Contractor,Product,Intern,Project Management System,1,1,1,0,1,0,1,7,0,ALLOW
Finance Analyst,HR,Contractor,Admin Panel,0,0,4,0,0,1,0,60,1,DENY
DevOps Engineer,Engineering,Intern,Development Server,1,1,2,1,1,0,1,365,0,ALLOW
Product Manager,HR,Contractor,Finance System,0,1,3,1,0,1,0,180,0,DENY
Contractor,HR,Employee,Admin Panel,0,0,4,1,0,0,0,180,0,DENY
Product Manager,Product,Contractor,Project Management System,1,1,1,1,1,1,0,30,0,ALLOW
DevOps Engineer,HR,Contractor,Development Server,0,1,2,0,0,1,0,7,0,DENY
Contractor,Product,Intern,Development Server,0,1,2,1,1,0,1,14,0,DENY
Product Manager,Engineering,Intern,Finance System,0,1,3,0,1,0,1,180,0,DENY
Contractor,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,14,1,ALLOW
DevOps Engineer,HR,Intern,Development Server,0,1,2,0,0,0,1,365,0,DENY
Contractor,HR,Contractor,Project Management System,1,1,1,1,1,1,0,60,0,ALLOW
Product Manager,Product,Intern,Project Management System,1,1,1,0,1,0,1,365,0,ALLOW
Product Manager,Engineering,Intern,GitHub Project Alpha,1,1,1,0,1,0,1,180,0,ALLOW
Finance Analyst,Engineering,Intern,Development Server,1,1,2,1,0,0,1,180,1,ALLOW
QA Engineer,IT,Employee,Finance System,0,1,3,0,1,0,0,14,0,DENY
Software Developer,IT,Contractor,Project Management System,1,1,1,1,1,1,0,365,0,ALLOW
HR Specialist,Finance,Intern,Finance System,1,1,3,0,0,0,1,14,0,REVIEW
Software Developer,Product,Intern,Development Server,0,1,2,1,1,0,1,365,0,DENY
System Administrator,Engineering,Contractor,Production Database,1,1,4,1,1,1,0,180,0,REVIEW
Product Manager,Engineering,Intern,Admin Panel,0,0,4,1,0,0,1,365,0,DENY
Finance Analyst,Product,Contractor,HR Database,0,1,3,1,0,1,0,30,0,DENY
DevOps Engineer,HR,Contractor,Finance System,0,1,3,1,0,1,0,30,0,DENY
DevOps Engineer,Product,Contractor,HR Database,0,1,3,1,0,1,0,90,1,DENY
System Administrator,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,180,0,DENY
Finance Analyst,IT,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,365,1,DENY
Finance Analyst,Finance,Intern,Development Server,0,1,2,1,0,0,1,180,0,DENY
Product Manager,HR,Employee,Admin Panel,0,0,4,0,0,0,0,60,1,DENY
Contractor,Finance,Employee,Production Database,0,0,4,0,0,0,0,7,0,DENY
HR Specialist,HR,Intern,Project Management System,1,1,1,1,0,0,1,90,1,REVIEW
QA Engineer,Engineering,Intern,Admin Panel,0,0,4,1,0,0,1,14,0,DENY
HR Specialist,IT,Employee,HR Database,0,1,3,0,0,0,0,30,0,DENY
Software Developer,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,60,1,DENY
Software Developer,Engineering,Employee,Admin Panel,0,0,4,1,0,0,0,14,1,DENY
Finance Analyst,Engineering,Intern,Finance System,0,1,3,1,1,0,1,90,1,DENY
Contractor,Product,Contractor,Finance System,0,1,3,1,0,1,0,180,0,DENY
HR Specialist,IT,Employee,Development Server,0,1,2,0,1,0,0,7,1,DENY
DevOps Engineer,Engineering,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,60,0,REVIEW
Product Manager,Engineering,Intern,Production Database,1,0,4,1,1,0,1,30,0,DENY
Finance Analyst,Finance,Intern,Production Database,0,0,4,1,0,0,1,30,0,DENY
Finance Analyst,Finance,Contractor,Project Management System,1,1,1,0,0,1,0,14,1,ALLOW
System Administrator,HR,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,90,0,DENY
Finance Analyst,Product,Contractor,Finance System,0,1,3,1,1,1,0,30,1,DENY
Finance Analyst,Product,Intern,Production Database,0,0,4,1,0,0,1,14,0,DENY
System Administrator,IT,Contractor,Project Management System,1,1,1,1,0,1,0,180,1,ALLOW
DevOps Engineer,HR,Intern,Production Database,0,1,4,1,1,0,1,30,0,DENY
Software Developer,IT,Employee,Project Management System,1,1,1,1,0,0,0,14,0,ALLOW
Contractor,IT,Employee,Admin Panel,1,0,4,0,0,0,0,60,0,DENY
Software Developer,HR,Intern,Project Management System,1,1,1,0,1,0,1,30,0,ALLOW
System Administrator,Engineering,Contractor,HR Database,0,1,3,1,1,1,0,365,0,DENY
System Administrator,Engineering,Intern,HR Database,0,1,3,1,1,0,1,180,0,DENY
DevOps Engineer,HR,Employee,HR Database,1,1,3,0,0,0,0,180,0,REVIEW
System Administrator,HR,Employee,Production Database,0,1,4,1,1,0,0,7,0,DENY
DevOps Engineer,Product,Intern,Project Management System,1,1,1,1,1,0,1,180,0,ALLOW
DevOps Engineer,Finance,Intern,Project Management System,1,1,1,1,0,0,1,180,0,REVIEW
DevOps Engineer,IT,Employee,Project Management System,1,1,1,0,1,0,0,365,0,ALLOW
DevOps Engineer,Product,Intern,Finance System,0,1,3,1,0,0,1,30,0,DENY
Product Manager,IT,Intern,Admin Panel,1,0,4,0,1,0,1,30,0,DENY
HR Specialist,Product,Contractor,Development Server,0,1,2,1,0,1,0,180,0,DENY
Product Manager,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,30,0,ALLOW
QA Engineer,Product,Intern,Production Database,0,0,4,0,1,0,1,90,0,DENY
QA Engineer,Finance,Contractor,Finance System,1,1,3,1,1,1,0,90,0,ALLOW
QA Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,365,1,DENY
System Administrator,Finance,Employee,HR Database,0,1,3,0,0,0,0,14,1,DENY
DevOps Engineer,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,14,0,ALLOW
Finance Analyst,IT,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
DevOps Engineer,Product,Employee,Admin Panel,0,0,4,0,1,0,0,60,0,DENY
Product Manager,Finance,Employee,Development Server,0,1,2,1,0,0,0,14,1,DENY
QA Engineer,Finance,Contractor,HR Database,0,1,3,0,0,1,0,180,0,DENY
QA Engineer,Engineering,Contractor,Project Management System,1,1,1,0,0,1,0,30,0,ALLOW
DevOps Engineer,Finance,Employee,Admin Panel,0,0,4,1,1,0,0,90,0,DENY
Contractor,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,60,0,DENY
Software Developer,Engineering,Intern,Production Database,1,0,4,0,0,0,1,90,0,DENY
HR Specialist,Product,Intern,HR Database,0,1,3,1,1,0,1,14,0,DENY
System Administrator,HR,Intern,HR Database,1,1,3,1,0,0,1,7,0,REVIEW
Contractor,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,90,0,DENY
Software Developer,Engineering,Employee,HR Database,0,1,3,1,1,0,0,7,1,DENY
HR Specialist,HR,Contractor,Development Server,0,1,2,1,0,1,0,90,0,DENY
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,365,0,ALLOW
DevOps Engineer,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,90,0,ALLOW
System Administrator,Engineering,Intern,Admin Panel,0,1,4,0,1,0,1,180,0,DENY
Product Manager,Product,Employee,Development Server,0,1,2,1,1,0,0,90,0,DENY
Software Developer,HR,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,60,1,DENY
Software Developer,HR,Intern,Development Server,0,1,2,0,1,0,1,180,0,DENY
HR Specialist,HR,Contractor,HR Database,1,1,3,0,1,1,0,7,0,REVIEW
Software Developer,IT,Contractor,Project Management System,1,1,1,1,1,1,0,60,0,ALLOW
Finance Analyst,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,60,1,ALLOW
Software Developer,Engineering,Employee,HR Database,0,1,3,0,1,0,0,180,0,DENY
DevOps Engineer,Engineering,Contractor,Development Server,1,1,2,1,1,1,0,7,0,ALLOW
Finance Analyst,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,1,DENY
Contractor,Engineering,Intern,HR Database,0,1,3,1,1,0,1,180,0,DENY
QA Engineer,IT,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
Contractor,IT,Employee,HR Database,0,1,3,0,1,0,0,14,0,DENY
Finance Analyst,IT,Contractor,Finance System,0,1,3,1,1,1,0,7,1,DENY
Contractor,Finance,Intern,Production Database,0,0,4,0,0,0,1,60,0,DENY
QA Engineer,HR,Employee,Project Management System,1,1,1,0,0,0,0,365,1,ALLOW
HR Specialist,Engineering,Contractor,Development Server,1,1,2,1,1,1,0,14,1,ALLOW
DevOps Engineer,Product,Employee,Development Server,0,1,2,1,1,0,0,7,0,DENY
QA Engineer,IT,Employee,Project Management System,1,1,1,1,0,0,0,365,1,ALLOW
Contractor,Finance,Intern,Admin Panel,0,0,4,1,0,0,1,365,0,DENY
DevOps Engineer,Product,Employee,Admin Panel,0,0,4,0,0,0,0,365,0,DENY
Finance Analyst,Product,Intern,Finance System,0,1,3,0,0,0,1,7,0,DENY
QA Engineer,Engineering,Intern,Finance System,0,1,3,1,1,0,1,14,1,DENY
QA Engineer,Product,Contractor,HR Database,0,1,3,1,0,1,0,7,0,DENY
Finance Analyst,IT,Contractor,Admin Panel,1,0,4,0,0,1,0,60,1,DENY
Product Manager,HR,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,14,1,DENY
Finance Analyst,IT,Employee,Admin Panel,1,0,4,0,0,0,0,180,0,DENY
Finance Analyst,IT,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,14,0,DENY
System Administrator,IT,Employee,Finance System,0,1,3,0,0,0,0,90,1,DENY
Software Developer,IT,Contractor,Admin Panel,1,0,4,0,0,1,0,365,0,DENY
Finance Analyst,HR,Employee,Admin Panel,0,0,4,1,0,0,0,30,0,DENY
Product Manager,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,365,1,DENY
QA Engineer,Engineering,Contractor,Production Database,1,0,4,1,1,1,0,90,0,DENY
HR Specialist,IT,Intern,Project Management System,1,1,1,0,1,0,1,14,0,ALLOW
HR Specialist,IT,Contractor,HR Database,0,1,3,1,0,1,0,30,0,DENY
Software Developer,Finance,Employee,Project Management System,1,1,1,1,1,0,0,7,0,ALLOW
Finance Analyst,Finance,Contractor,Production Database,0,0,4,0,1,1,0,60,1,DENY
Product Manager,Product,Intern,HR Database,0,1,3,1,1,0,1,7,0,DENY
System Administrator,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,14,1,ALLOW
DevOps Engineer,Finance,Employee,Development Server,0,1,2,1,1,0,0,7,0,DENY
QA Engineer,IT,Intern,HR Database,0,1,3,1,1,0,1,90,1,DENY
QA Engineer,Finance,Contractor,Finance System,1,1,3,0,1,1,0,365,0,REVIEW
DevOps Engineer,IT,Contractor,Production Database,1,1,4,0,1,1,0,7,1,REVIEW
Software Developer,IT,Contractor,Development Server,0,1,2,0,0,1,0,365,0,DENY
QA Engineer,Engineering,Contractor,Development Server,1,1,2,1,1,1,0,30,0,ALLOW
System Administrator,Finance,Contractor,Finance System,1,1,3,1,1,1,0,180,0,ALLOW
Product Manager,IT,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,90,0,DENY
Contractor,IT,Employee,Development Server,0,1,2,0,1,0,0,180,0,DENY
HR Specialist,IT,Contractor,Project Management System,1,1,1,1,1,1,0,180,0,ALLOW
Finance Analyst,Engineering,Intern,Admin Panel,0,0,4,1,1,0,1,90,0,DENY
DevOps Engineer,Engineering,Intern,Development Server,1,1,2,0,1,0,1,60,0,ALLOW
Software Developer,Product,Employee,Development Server,0,1,2,1,1,0,0,180,1,DENY
Contractor,HR,Intern,Admin Panel,0,0,4,0,0,0,1,14,0,DENY
Product Manager,Product,Intern,Admin Panel,0,0,4,0,1,0,1,60,0,DENY
Software Developer,Engineering,Employee,Finance System,0,1,3,0,1,0,0,180,0,DENY
System Administrator,IT,Contractor,HR Database,0,1,3,0,1,1,0,365,0,DENY
Contractor,Product,Employee,Development Server,0,1,2,1,1,0,0,365,1,DENY
HR Specialist,IT,Employee,Production Database,1,0,4,0,0,0,0,60,0,DENY
HR Specialist,Engineering,Intern,Finance System,0,1,3,0,0,0,1,14,0,DENY
HR Specialist,Finance,Intern,Project Management System,1,1,1,1,1,0,1,60,0,ALLOW
Software Developer,Product,Contractor,GitHub Project Alpha,1,1,1,0,1,1,0,60,0,ALLOW
Product Manager,Product,Contractor,Finance System,0,1,3,0,1,1,0,60,0,DENY
System Administrator,Product,Intern,HR Database,0,1,3,1,1,0,1,14,0,DENY
System Administrator,IT,Employee,Finance System,0,1,3,0,1,0,0,90,1,DENY
QA Engineer,Engineering,Employee,Finance System,0,1,3,1,1,0,0,30,0,DENY
HR Specialist,IT,Contractor,Production Database,1,0,4,0,0,1,0,7,1,DENY
DevOps Engineer,Finance,Intern,HR Database,0,1,3,0,0,0,1,365,0,DENY
Contractor,HR,Employee,Project Management System,1,1,1,0,0,0,0,60,1,ALLOW
Software Developer,IT,Employee,GitHub Project Alpha,0,1,1,0,0,0,0,90,0,DENY
Finance Analyst,IT,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,7,0,DENY
QA Engineer,Product,Employee,Development Server,0,1,2,1,1,0,0,180,0,DENY
System Administrator,IT,Intern,Project Management System,1,1,1,1,0,0,1,30,0,REVIEW
DevOps Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,90,0,DENY
Finance Analyst,HR,Contractor,Finance System,0,1,3,0,1,1,0,60,1,DENY
Software Developer,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,14,1,DENY
Contractor,HR,Intern,Finance System,0,1,3,1,0,0,1,30,0,DENY
QA Engineer,Finance,Intern,HR Database,0,1,3,0,1,0,1,365,0,DENY
Finance Analyst,Finance,Contractor,HR Database,0,1,3,1,0,1,0,7,0,DENY
Finance Analyst,Product,Intern,Production Database,0,0,4,1,1,0,1,180,0,DENY
System Administrator,Product,Employee,Project Management System,1,1,1,1,1,0,0,7,0,ALLOW
DevOps Engineer,Engineering,Intern,Finance System,0,1,3,0,1,0,1,60,0,DENY
Software Developer,Product,Contractor,Development Server,0,1,2,1,1,1,0,60,1,DENY
HR Specialist,IT,Employee,Finance System,0,1,3,0,0,0,0,90,0,DENY
DevOps Engineer,Product,Intern,Admin Panel,0,0,4,0,1,0,1,180,1,DENY
System Administrator,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,90,0,DENY
DevOps Engineer,Finance,Employee,Finance System,1,1,3,1,1,0,0,365,0,ALLOW
Finance Analyst,HR,Employee,Finance System,0,1,3,1,1,0,0,180,1,DENY
DevOps Engineer,Finance,Contractor,Development Server,0,1,2,1,1,1,0,180,0,DENY
Finance Analyst,IT,Contractor,Production Database,1,0,4,1,1,1,0,7,0,DENY
Software Developer,IT,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,30,0,DENY
System Administrator,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,0,1,0,60,0,ALLOW
Finance Analyst,IT,Employee,Admin Panel,1,0,4,0,1,0,0,60,1,DENY
QA Engineer,Engineering,Intern,Development Server,1,1,2,1,0,0,1,60,1,ALLOW
Contractor,IT,Contractor,Finance System,0,1,3,1,1,1,0,365,0,DENY
Software Developer,IT,Intern,Project Management System,1,1,1,1,1,0,1,14,0,ALLOW
QA Engineer,Product,Employee,Production Database,0,0,4,1,1,0,0,180,0,DENY
Finance Analyst,Engineering,Intern,Development Server,1,1,2,1,0,0,1,14,0,REVIEW
Software Developer,Engineering,Intern,HR Database,0,1,3,1,1,0,1,90,0,DENY
Finance Analyst,IT,Intern,Admin Panel,1,0,4,1,0,0,1,14,0,DENY
System Administrator,Engineering,Intern,Development Server,1,1,2,0,0,0,1,180,0,REVIEW
Contractor,Product,Employee,Development Server,0,1,2,1,0,0,0,14,1,DENY
System Administrator,Finance,Intern,Finance System,1,1,3,1,1,0,1,365,0,REVIEW
Contractor,Finance,Intern,Production Database,0,0,4,0,1,0,1,30,0,DENY
System Administrator,Product,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,14,0,ALLOW
System Administrator,HR,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,365,0,DENY
QA Engineer,Product,Employee,HR Database,0,1,3,0,1,0,0,365,0,DENY
DevOps Engineer,IT,Intern,Admin Panel,1,0,4,0,1,0,1,365,1,DENY
Finance Analyst,Engineering,Intern,HR Database,0,1,3,1,0,0,1,365,0,DENY
QA Engineer,HR,Intern,Admin Panel,0,0,4,1,1,0,1,60,1,DENY
HR Specialist,Finance,Intern,HR Database,0,1,3,1,1,0,1,365,0,DENY
Finance Analyst,Product,Intern,Project Management System,1,1,1,1,0,0,1,7,0,REVIEW
HR Specialist,Engineering,Employee,GitHub Project Alpha,1,1,1,1,0,0,0,60,1,ALLOW
Product Manager,Engineering,Contractor,Admin Panel,0,0,4,1,1,1,0,365,0,DENY
Contractor,IT,Employee,Finance System,0,1,3,0,0,0,0,90,1,DENY
Contractor,HR,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,90,0,DENY
HR Specialist,Engineering,Intern,Finance System,0,1,3,1,0,0,1,14,0,DENY
System Administrator,Engineering,Employee,Development Server,1,1,2,1,0,0,0,180,0,REVIEW
Product Manager,Finance,Intern,Finance System,1,1,3,0,0,0,1,365,0,REVIEW
QA Engineer,Engineering,Contractor,Production Database,1,0,4,0,1,1,0,90,0,DENY
Product Manager,HR,Contractor,Production Database,0,0,4,1,0,1,0,180,0,DENY
DevOps Engineer,Finance,Intern,Finance System,1,1,3,0,1,0,1,14,0,REVIEW
Contractor,IT,Contractor,Production Database,1,0,4,0,0,1,0,365,0,DENY
Contractor,Product,Employee,Production Database,0,0,4,0,1,0,0,7,0,DENY
System Administrator,HR,Intern,Finance System,0,1,3,0,1,0,1,90,1,DENY
Finance Analyst,Engineering,Employee,HR Database,0,1,3,1,0,0,0,90,1,DENY
Finance Analyst,Engineering,Contractor,HR Database,0,1,3,0,1,1,0,60,0,DENY
Contractor,IT,Intern,Production Database,1,0,4,0,1,0,1,180,0,DENY
Product Manager,Finance,Employee,Admin Panel,0,0,4,0,0,0,0,365,0,DENY
Software Developer,Product,Intern,GitHub Project Alpha,1,1,1,0,0,0,1,365,0,REVIEW
Product Manager,Engineering,Contractor,Production Database,1,0,4,0,1,1,0,60,1,DENY
QA Engineer,IT,Intern,Project Management System,1,1,1,1,1,0,1,30,0,ALLOW
DevOps Engineer,Product,Employee,Development Server,0,1,2,1,1,0,0,365,1,DENY
QA Engineer,IT,Intern,Admin Panel,1,0,4,0,0,0,1,180,0,DENY
Finance Analyst,IT,Contractor,Admin Panel,1,0,4,1,1,1,0,7,1,DENY
Product Manager,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,30,0,DENY
Product Manager,Product,Employee,Development Server,0,1,2,1,0,0,0,365,0,DENY
Product Manager,Product,Intern,Finance System,0,1,3,1,0,0,1,365,0,DENY
QA Engineer,Finance,Contractor,Admin Panel,0,0,4,1,1,1,0,365,0,DENY
QA Engineer,Engineering,Employee,HR Database,0,1,3,1,0,0,0,90,0,DENY
Finance Analyst,IT,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,14,0,DENY
Product Manager,HR,Contractor,HR Database,1,1,3,1,1,1,0,30,0,ALLOW
Contractor,Product,Employee,Finance System,0,1,3,1,1,0,0,90,1,DENY
QA Engineer,IT,Contractor,Project Management System,1,1,1,0,1,1,0,30,0,ALLOW
Product Manager,Engineering,Employee,Admin Panel,0,0,4,0,1,0,0,365,0,DENY
DevOps Engineer,Product,Contractor,Project Management System,1,1,1,0,1,1,0,30,1,ALLOW
Product Manager,Engineering,Contractor,Admin Panel,0,0,4,1,0,1,0,30,0,DENY
System Administrator,Engineering,Contractor,Production Database,1,1,4,0,1,1,0,60,0,REVIEW
Finance Analyst,IT,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,90,0,DENY
Finance Analyst,Engineering,Intern,Development Server,1,1,2,0,1,0,1,30,0,ALLOW
Contractor,Finance,Employee,Finance System,1,1,3,0,1,0,0,7,0,REVIEW
DevOps Engineer,IT,Intern,Project Management System,1,1,1,0,0,0,1,60,0,REVIEW
DevOps Engineer,Product,Contractor,Production Database,0,1,4,1,1,1,0,180,0,DENY
Contractor,Engineering,Employee,Development Server,1,1,2,0,0,0,0,30,0,REVIEW
Finance Analyst,HR,Contractor,HR Database,1,1,3,0,0,1,0,60,0,REVIEW
System Administrator,HR,Employee,Production Database,0,1,4,1,0,0,0,180,0,DENY
QA Engineer,HR,Employee,Project Management System,1,1,1,1,1,0,0,60,0,ALLOW
DevOps Engineer,Product,Contractor,Project Management System,1,1,1,1,0,1,0,90,0,ALLOW
System Administrator,Engineering,Employee,Admin Panel,0,1,4,1,1,0,0,180,0,DENY
Software Developer,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,365,0,DENY
Software Developer,IT,Intern,Production Database,1,0,4,0,1,0,1,14,0,DENY
Finance Analyst,HR,Intern,Admin Panel,0,0,4,1,0,0,1,30,0,DENY
HR Specialist,HR,Contractor,Production Database,0,0,4,0,1,1,0,30,0,DENY
Product Manager,Engineering,Employee,Development Server,1,1,2,1,1,0,0,14,0,ALLOW
Product Manager,IT,Contractor,Admin Panel,1,0,4,0,1,1,0,365,0,DENY
HR Specialist,HR,Contractor,Admin Panel,0,0,4,1,0,1,0,7,0,DENY
QA Engineer,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,90,0,DENY
Contractor,Engineering,Intern,Admin Panel,0,0,4,1,0,0,1,365,0,DENY
Software Developer,Finance,Intern,Admin Panel,0,0,4,0,0,0,1,14,1,DENY
Finance Analyst,Finance,Contractor,Development Server,0,1,2,1,1,1,0,90,0,DENY
DevOps Engineer,Product,Intern,Admin Panel,0,0,4,1,1,0,1,7,1,DENY
QA Engineer,Finance,Contractor,Finance System,1,1,3,0,0,1,0,90,1,ALLOW
Software Developer,Finance,Employee,Production Database,0,0,4,1,0,0,0,365,0,DENY
QA Engineer,IT,Employee,Development Server,0,1,2,1,1,0,0,90,0,DENY
HR Specialist,IT,Employee,GitHub Project Alpha,0,1,1,1,0,0,0,30,1,DENY
Product Manager,IT,Employee,Development Server,0,1,2,1,1,0,0,365,0,DENY
Contractor,HR,Contractor,Production Database,0,0,4,1,0,1,0,60,0,DENY
Software Developer,Engineering,Employee,Project Management System,1,1,1,0,0,0,0,90,0,ALLOW
DevOps Engineer,IT,Intern,Development Server,0,1,2,0,0,0,1,14,0,DENY
Contractor,Engineering,Contractor,Project Management System,1,1,1,1,1,1,0,365,0,ALLOW
QA Engineer,Engineering,Contractor,Admin Panel,0,0,4,1,1,1,0,30,0,DENY
QA Engineer,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,14,0,DENY
QA Engineer,HR,Contractor,Development Server,0,1,2,1,0,1,0,7,0,DENY
System Administrator,Finance,Intern,Admin Panel,0,1,4,0,0,0,1,60,0,DENY
QA Engineer,HR,Employee,HR Database,1,1,3,1,0,0,0,60,0,REVIEW
Product Manager,Engineering,Employee,Development Server,1,1,2,1,0,0,0,180,0,REVIEW
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,180,0,DENY
Contractor,Finance,Contractor,Project Management System,1,1,1,0,1,1,0,180,0,ALLOW
System Administrator,Finance,Contractor,Admin Panel,0,1,4,0,1,1,0,7,0,DENY
Finance Analyst,Finance,Employee,HR Database,0,1,3,1,1,0,0,14,0,DENY
Contractor,HR,Contractor,Development Server,0,1,2,0,0,1,0,14,1,DENY
Contractor,IT,Contractor,Development Server,0,1,2,0,1,1,0,90,0,DENY
HR Specialist,Finance,Contractor,Finance System,1,1,3,0,0,1,0,365,0,REVIEW
System Administrator,Finance,Contractor,Finance System,1,1,3,0,0,1,0,7,0,REVIEW
Product Manager,Engineering,Employee,Project Management System,1,1,1,1,0,0,0,180,1,ALLOW
Contractor,IT,Contractor,Project Management System,1,1,1,1,0,1,0,14,0,ALLOW
Finance Analyst,Product,Intern,Production Database,0,0,4,1,0,0,1,7,0,DENY
QA Engineer,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,365,1,DENY
Contractor,Finance,Contractor,Finance System,1,1,3,1,1,1,0,7,1,ALLOW
